ID,NON,n0,n1,n2,n3,n4,n5,n6,n7
66498,8,22534,82518,34091,17954,38869,82519,78859,22535
66499,8,1172,1173,6941,6855,22535,78859,82519,38869
66500,8,1193,22534,82518,6894,1192,69833,82520,6942
66501,8,22534,17954,34091,82518,69833,29367,70994,82520
66502,8,6894,82518,34091,1174,6942,82520,70994,6895
66503,8,1191,29367,69833,1192,6895,70994,82520,6942
66504,8,23,20369,82521,33988,20368,36345,82522,69943
66505,8,20369,17996,25899,82521,36345,20365,68223,82522
66506,8,33988,82521,25899,17980,69943,82522,68223,33829
66507,8,17549,20365,36345,20368,33829,68223,82522,69943
66508,8,23,33988,82521,20369,1393,73783,82523,80284
66509,8,33988,17980,25899,82521,73783,25900,43470,82523
66510,8,20369,82521,25899,17996,80284,82523,43470,25209
66511,8,1394,25900,73783,1393,25209,43470,82523,80284
66512,8,1537,1536,82524,20732,8353,8424,82525,36761
66513,8,1536,1535,23557,82524,8424,8376,74424,82525
66514,8,20732,82524,23557,18039,36761,82525,74424,20730
66515,8,8320,8376,8424,8353,20730,74424,82525,36761
66516,8,1537,20732,82524,1536,8270,76730,82526,8297
66517,8,20732,18039,23557,82524,76730,23558,40211,82526
66518,8,1536,82524,23557,1535,8297,82526,40211,8271
66519,8,8237,23558,76730,8270,8271,40211,82526,8297
66520,8,16548,20578,82527,16577,16616,45688,82529,16664
66521,8,20578,17819,34712,82527,45688,19528,82528,82529
66522,8,16577,82527,34712,16551,16664,82529,82528,16615
66523,8,3703,19528,45688,16616,16615,82528,82529,16664
66524,8,60,27199,82530,16614,16600,70085,82532,16663
66525,8,27199,17819,34712,82530,70085,34001,82531,82532
66526,8,16614,82530,34712,16551,16663,82532,82531,16613
66527,8,16542,34001,70085,16600,16613,82531,82532,16663
66528,8,60,16614,82530,27199,3704,16665,82533,45641
66529,8,16614,16551,34712,82530,16665,16615,82528,82533
66530,8,27199,82530,34712,17819,45641,82533,82528,19528
66531,8,3703,16615,16665,3704,19528,82528,82533,45641
66532,8,18129,23515,82534,34713,34023,72969,82536,82535
66533,8,23515,14417,14428,82534,72969,32545,80114,82536
66534,8,34713,82534,14428,3138,82535,82536,80114,32234
66535,8,18494,32545,72969,34023,32234,80114,82536,82535
66536,8,3138,14428,82534,34713,23468,40091,82538,82537
66537,8,14428,14417,23515,82534,40091,14418,58622,82538
66538,8,34713,82534,23515,18129,82537,82538,58622,21244
66539,8,14414,14418,40091,23468,21244,58622,82538,82537
66540,8,3138,23469,82539,34713,32234,64506,82540,82535
66541,8,23469,18520,21243,82539,64506,21558,70336,82540
66542,8,34713,82539,21243,18129,82535,82540,70336,34023
66543,8,18494,21558,64506,32234,34023,70336,82540,82535
66544,8,18129,21243,82539,34713,21244,37348,82541,82537
66545,8,21243,18520,23469,82539,37348,21242,40084,82541
66546,8,34713,82539,23469,3138,82537,82541,40084,23468
66547,8,14414,21242,37348,21244,23468,40084,82541,82537
66548,8,17917,34018,82542,19456,22718,70289,82543,75715
66549,8,34018,1112,20642,82542,70289,6607,72752,82543
66550,8,19456,82542,20642,18687,75715,82543,72752,34221
66551,8,6599,6607,70289,22718,34221,72752,82543,75715
66552,8,17917,19456,82542,34018,19455,35357,82544,70287
66553,8,19456,18687,20642,82542,35357,19396,39988,82544
66554,8,34018,82542,20642,1112,70287,82544,39988,23410
66555,8,17919,19396,35357,19455,23410,39988,82544,70287
66556,8,18185,32288,82545,21707,21702,61351,82547,37860
66557,8,32288,10182,34714,82545,61351,26161,82546,82547
66558,8,21707,82545,34714,18192,37860,82547,82546,21705
66559,8,18188,26161,61351,21702,21705,82546,82547,37860
66560,8,18185,21707,82545,32288,32286,80626,82549,58900
66561,8,21707,18192,34714,82545,80626,34171,82548,82549
66562,8,32288,82545,34714,10182,58900,82549,82548,10196
66563,8,2252,34171,80626,32286,10196,82548,82549,58900
66564,8,18195,30321,82550,26160,26158,69050,82551,43872
66565,8,30321,18192,34714,82550,69050,21705,82546,82551
66566,8,26160,82550,34714,10182,43872,82551,82546,26161
66567,8,18188,21705,69050,26158,26161,82546,82551,43872
66568,8,18195,26160,82550,30321,31551,80624,82552,71983
66569,8,26160,10182,34714,82550,80624,10196,82548,82552
66570,8,30321,82550,34714,18192,71983,82552,82548,34171
66571,8,2252,10196,80624,31551,34171,82548,82552,71983
66572,8,14893,14902,82553,31107,14900,14921,82554,77849
66573,8,14902,3361,33513,82553,14921,14906,65479,82554
66574,8,31107,82553,33513,18535,77849,82554,65479,33512
66575,8,3300,14906,14921,14900,33512,65479,82554,77849
66576,8,14893,31107,82553,14902,14897,54756,82555,14918
66577,8,31107,18535,33513,82553,54756,23554,77143,82555
66578,8,14902,82553,33513,3361,14918,82555,77143,3362
66579,8,115,23554,54756,14897,3362,77143,82555,14918
66580,8,3357,14944,82556,27848,3356,14975,82558,46959
66581,8,14944,14932,34715,82556,14975,14955,82557,82558
66582,8,27848,82556,34715,18538,46959,82558,82557,27846
66583,8,3355,14955,14975,3356,27846,82557,82558,46959
66584,8,3357,27848,82556,14944,14945,77853,82560,14963
66585,8,27848,18538,34715,82556,77853,33034,82559,82560
66586,8,14944,82556,34715,14932,14963,82560,82559,14940
66587,8,1928,33034,77853,14945,14940,82559,82560,14963
66588,8,18524,23657,82561,33037,26415,80132,82562,65745
66589,8,23657,18538,34715,82561,80132,27846,82557,82562
66590,8,33037,82561,34715,14932,65745,82562,82557,14955
66591,8,3355,27846,80132,26415,14955,82557,82562,65745
66592,8,18524,33037,82561,23657,33035,62660,82563,62654
66593,8,33037,14932,34715,82561,62660,14940,82559,82563
66594,8,23657,82561,34715,18538,62654,82563,82559,33034
66595,8,1928,14940,62660,33035,33034,82559,82563,62654
66596,8,1976,1977,82564,29753,9515,9541,82565,70931
66597,8,1977,1978,23168,82564,9541,9503,43399,82565
66598,8,29753,82564,23168,18027,70931,82565,43399,25857
66599,8,1967,9503,9541,9515,25857,43399,82565,70931
66600,8,1976,29753,82564,1977,15423,51212,82566,15450
66601,8,29753,18027,23168,82564,51212,23167,39670,82566
66602,8,1977,82564,23168,1978,15450,82566,39670,15424
66603,8,3481,23167,51212,15423,15424,39670,82566,15450
66604,8,1234,21645,82567,1235,34370,80356,82569,80498
66605,8,21645,17961,34716,82567,80356,34084,82568,82569
66606,8,1235,82567,34716,1236,80498,82569,82568,32034
66607,8,17777,34084,80356,34370,32034,82568,82569,80498
66608,8,1234,1235,82567,21645,6969,6998,82571,70566
66609,8,1235,1236,34716,82567,6998,6968,82570,82571
66610,8,21645,82567,34716,17961,70566,82571,82570,34052
66611,8,1200,6968,6998,6969,34052,82570,82571,70566
66612,8,1198,6977,82572,22076,33945,69535,82573,71121
66613,8,6977,1236,34716,82572,69535,32034,82568,82573
66614,8,22076,82572,34716,17961,71121,82573,82568,34084
66615,8,17777,32034,69535,33945,34084,82568,82573,71121
66616,8,1198,22076,82572,6977,1199,77542,82574,7008
66617,8,22076,17961,34716,82572,77542,34052,82570,82574
66618,8,6977,82572,34716,1236,7008,82574,82570,6968
66619,8,1200,34052,77542,1199,6968,82570,82574,7008
66620,8,16551,16578,82575,34712,16577,16633,82576,82527
66621,8,16578,16540,20581,82575,16633,16579,36583,82576
66622,8,34712,82575,20581,17819,82527,82576,36583,20578
66623,8,16548,16579,16633,16577,20578,36583,82576,82527
66624,8,16551,34712,82575,16578,16613,82531,82578,16672
66625,8,34712,17819,20581,82575,82531,34001,82577,82578
66626,8,16578,82575,20581,16540,16672,82578,82577,16620
66627,8,16542,34001,82531,16613,16620,82577,82578,16672
66628,8,1356,27181,82579,7494,1357,45606,82580,7531
66629,8,27181,17980,19307,82579,45606,19309,35187,82580
66630,8,7494,82579,19307,1340,7531,82580,35187,7495
66631,8,1358,19309,45606,1357,7495,35187,82580,7531
66632,8,1356,7494,82579,27181,31811,79047,82581,57038
66633,8,7494,1340,19307,82579,79047,26723,70600,82581
66634,8,27181,82579,19307,17980,57038,82581,70600,30793
66635,8,17972,26723,79047,31811,30793,70600,82581,57038
66636,8,125,2203,82582,28446,10079,10103,82583,78218
66637,8,2203,2202,19981,82582,10103,10075,35918,82583
66638,8,28446,82582,19981,18160,78218,82583,35918,19982
66639,8,10060,10075,10103,10079,19982,35918,82583,78218
66640,8,125,28446,82582,2203,2145,48185,82584,13512
66641,8,28446,18160,19981,82582,48185,28447,74529,82584
66642,8,2203,82582,19981,2202,13512,82584,74529,13487
66643,8,2144,28447,48185,2145,13487,74529,82584,13512
66644,8,2399,10794,82585,28345,2398,10813,82586,67476
66645,8,10794,2394,28393,82585,10813,2393,79895,82586
66646,8,28345,82585,28393,18870,67476,82586,79895,31646
66647,8,141,2393,10813,2398,31646,79895,82586,67476
66648,8,18632,27233,82587,34717,25265,63040,82589,82588
66649,8,27233,17794,20968,82587,63040,32354,77255,82589
66650,8,34717,82587,20968,16764,82588,82589,77255,31912
66651,8,17802,32354,63040,25265,31912,77255,82589,82588
66652,8,16764,20968,82587,34717,16804,37040,82591,82590
66653,8,20968,17794,27233,82587,37040,20970,45712,82591
66654,8,34717,82587,27233,18632,82590,82591,45712,27234
66655,8,3729,20970,37040,16804,27234,45712,82591,82590
66656,8,16764,16802,82592,34717,31912,72112,82593,82588
66657,8,16802,16767,34450,82592,72112,33842,78705,82593
66658,8,34717,82592,34450,18632,82588,82593,78705,25265
66659,8,17802,33842,72112,31912,25265,78705,82593,82588
66660,8,18632,34450,82592,34717,27234,77252,82594,82590
66661,8,34450,16767,16802,82592,77252,16803,16832,82594
66662,8,34717,82592,16802,16764,82590,82594,16832,16804
66663,8,3729,16803,77252,27234,16804,16832,82594,82590
66664,8,2163,33869,82595,2164,28363,68647,82596,71916
66665,8,33869,18167,24687,82595,68647,19980,78219,82596
66666,8,2164,82595,24687,125,71916,82596,78219,28446
66667,8,18160,19980,68647,28363,28446,78219,82596,71916
66668,8,2163,2164,82595,33869,9969,10039,82597,71447
66669,8,2164,125,24687,82595,10039,2186,41686,82597
66670,8,33869,82595,24687,18167,71447,82597,41686,24688
66671,8,2187,2186,10039,9969,24688,41686,82597,71447
66672,8,5087,33897,82598,5110,34677,81891,82600,81893
66673,8,33897,17715,34718,82598,81891,33867,82599,82600
66674,8,5110,82598,34718,666,81893,82600,82599,33099
66675,8,17718,33867,81891,34677,33099,82599,82600,81893
66676,8,666,33098,82601,34719,5154,74998,82603,82602
66677,8,33098,785,23291,82601,74998,5356,63555,82603
66678,8,34719,82601,23291,17785,82602,82603,63555,33208
66679,8,685,5356,74998,5154,33208,63555,82603,82602
66680,8,666,34719,82601,33098,33099,82604,82605,62925
66681,8,34719,17785,23291,82601,82604,33351,68610,82605
66682,8,33098,82601,23291,785,62925,82605,68610,21580
66683,8,17718,33351,82604,33099,21580,68610,82605,62925
66684,8,17714,34720,82606,32836,33374,82607,82608,64462
66685,8,34720,666,34719,82606,82607,5154,82602,82608
66686,8,32836,82606,34719,17785,64462,82608,82602,33208
66687,8,685,5154,82607,33374,33208,82602,82608,64462
66688,8,17714,32836,82606,34720,29789,64298,82610,82609
66689,8,32836,17785,34719,82606,64298,33351,82604,82610
66690,8,34720,82606,34719,666,82609,82610,82604,33099
66691,8,17718,33351,64298,29789,33099,82604,82610,82609
66692,8,17715,30757,82611,34718,33867,68624,82612,82599
66693,8,30757,17714,34720,82611,68624,29789,82609,82612
66694,8,34718,82611,34720,666,82599,82612,82609,33099
66695,8,17718,29789,68624,33867,33099,82609,82612,82599
66696,8,3114,14286,82613,34128,14285,14334,82615,71403
66697,8,14286,3129,34721,82613,14334,3128,82614,82615
66698,8,34128,82613,34721,18487,71403,82615,82614,31477
66699,8,3127,3128,14334,14285,31477,82614,82615,71403
66700,8,3114,34128,82613,14286,26037,78559,82617,47379
66701,8,34128,18487,34721,82613,78559,23461,82616,82617
66702,8,14286,82613,34721,3129,47379,82617,82616,28052
66703,8,18489,23461,78559,26037,28052,82616,82617,47379
66704,8,18120,31476,82618,31465,30792,55890,82619,55860
66705,8,31476,18487,34721,82618,55890,31477,82614,82619
66706,8,31465,82618,34721,3129,55860,82619,82614,3128
66707,8,3127,31477,55890,30792,3128,82614,82619,55860
66708,8,18120,31465,82618,31476,29995,70180,82620,74539
66709,8,31465,3129,34721,82618,70180,28052,82616,82620
66710,8,31476,82618,34721,18487,74539,82620,82616,23461
66711,8,18489,28052,70180,29995,23461,82616,82620,74539
66712,8,2649,34643,82621,11654,34111,81378,82623,82622
66713,8,34643,18364,28240,82621,81378,27871,64168,82623
66714,8,11654,82621,28240,11647,82622,82623,64168,21766
66715,8,18365,27871,81378,34111,21766,64168,82623,82622
66716,8,2649,11654,82621,34643,11653,11663,82624,81713
66717,8,11654,11647,28240,82621,11663,11652,47819,82624
66718,8,34643,82621,28240,18364,81713,82624,47819,28241
66719,8,11648,11652,11663,11653,28241,47819,82624,81713
66720,8,11676,33323,82625,34722,11708,64136,82627,82626
66721,8,33323,18365,21767,82625,64136,30208,79805,82627
66722,8,34722,82625,21767,2643,82626,82627,79805,34535
66723,8,2661,30208,64136,11708,34535,79805,82627,82626
66724,8,2643,21767,82625,34722,11649,56461,82630,82628
66725,8,21767,18365,33323,82625,56461,31636,82629,82630
66726,8,34722,82625,33323,11676,82628,82630,82629,11688
66727,8,2651,31636,56461,11649,11688,82629,82630,82628
66728,8,2643,2644,82631,34722,34535,79808,82632,82626
66729,8,2644,176,11694,82631,79808,2660,11741,82632
66730,8,34722,82631,11694,11676,82626,82632,11741,11708
66731,8,2661,2660,79808,34535,11708,11741,82632,82626
66732,8,11676,11694,82631,34722,11688,11729,82633,82628
66733,8,11694,176,2644,82631,11729,2652,11661,82633
66734,8,34722,82631,2644,2643,82628,82633,11661,11649
66735,8,2651,2652,11729,11688,11649,11661,82633,82628
66736,8,18084,30922,82634,27909,25913,63883,82635,47076
66737,8,30922,2178,10004,82634,63883,10006,10050,82635
66738,8,27909,82634,10004,9946,47076,82635,10050,9986
66739,8,9947,10006,63883,25913,9986,10050,82635,47076
66740,8,18084,27909,82634,30922,23256,71220,82636,54195
66741,8,27909,9946,10004,82634,71220,30817,53882,82636
66742,8,30922,82634,10004,2178,54195,82636,53882,30816
66743,8,18071,30817,71220,23256,30816,53882,82636,54195
66744,8,11774,11776,82637,31069,11782,11790,82638,54644
66745,8,11776,175,34275,82637,11790,2638,78750,82638
66746,8,31069,82637,34275,18367,54644,82638,78750,31068
66747,8,2637,2638,11790,11782,31068,78750,82638,54644
66748,8,11774,31069,82637,11776,11777,82639,82640,11784
66749,8,31069,18367,34275,82637,82639,34119,73570,82640
66750,8,11776,82637,34275,175,11784,82640,73570,2677
66751,8,2676,34119,82639,11777,2677,73570,82640,11784
66752,8,7437,7456,82641,31144,7458,7500,82643,54882
66753,8,7456,7447,34723,82641,7500,7457,82642,82643
66754,8,31144,82641,34723,17987,54882,82643,82642,31145
66755,8,7446,7457,7500,7458,31145,82642,82643,54882
66756,8,7437,31144,82641,7456,7454,81870,82645,7533
66757,8,31144,17987,34723,82641,81870,32496,82644,82645
66758,8,7456,82641,34723,7447,7533,82645,82644,7479
66759,8,7444,32496,81870,7454,7479,82644,82645,7533
66760,8,17545,20146,82646,20421,20783,36826,82647,59860
66761,8,20146,7447,34723,82646,36826,7479,82644,82647
66762,8,20421,82646,34723,17987,59860,82647,82644,32496
66763,8,7444,7479,36826,20783,32496,82644,82647,59860
66764,8,1860,1861,82648,19468,15477,15490,82649,65726
66765,8,1861,110,34135,82648,15490,1920,71520,82649
66766,8,19468,82648,34135,18103,65726,82649,71520,20891
66767,8,1919,1920,15490,15477,20891,71520,82649,65726
66768,8,1860,19468,82648,1861,9262,35374,82650,9280
66769,8,19468,18103,34135,82648,35374,19469,71530,82650
66770,8,1861,82648,34135,110,9280,82650,71530,9257
66771,8,9248,19469,35374,9262,9257,71530,82650,9280
66772,8,13715,13724,82651,34343,13723,13743,82652,82414
66773,8,13724,3027,29121,82651,13743,13725,49695,82652
66774,8,34343,82651,29121,18460,82414,82652,49695,21899
66775,8,3030,13725,13743,13723,21899,49695,82652,82414
66776,8,18460,29121,82651,34343,33239,68347,82653,79921
66777,8,29121,3027,13724,82651,68347,3026,13760,82653
66778,8,34343,82651,13724,13715,79921,82653,13760,13738
66779,8,3025,3026,68347,33239,13738,13760,82653,79921
66780,8,1238,34147,82654,34378,31330,72795,82655,80450
66781,8,34147,18576,29409,82654,72795,29407,50363,82655
66782,8,34378,82654,29409,17946,80450,82655,50363,29408
66783,8,17783,29407,72795,31330,29408,50363,82655,80450
66784,8,1238,34378,82654,34147,6974,80217,82656,71669
66785,8,34378,17946,29409,82654,80217,32052,57924,82656
66786,8,34147,82654,29409,18576,71669,82656,57924,21648
66787,8,1196,32052,80217,6974,21648,57924,82656,71669
66788,8,14721,34153,82657,30029,14730,71725,82658,71978
66789,8,34153,18137,31462,82657,71725,34152,71715,82658
66790,8,30029,82657,31462,18541,71978,82658,71715,34012
66791,8,3321,34152,71725,14730,34012,71715,82658,71978
66792,8,14721,30029,82657,34153,30028,51900,82659,71720
66793,8,30029,18541,31462,82657,51900,28060,71450,82659
66794,8,34153,82657,31462,18137,71720,82659,71450,33736
66795,8,18540,28060,51900,30028,33736,71450,82659,71720
66796,8,2208,33042,82660,10061,2209,62675,82661,10111
66797,8,33042,18173,28503,82660,62675,33043,74687,82661
66798,8,10061,82660,28503,2190,10111,82661,74687,10083
66799,8,2210,33043,62675,2209,10083,74687,82661,10111
66800,8,2190,28503,82660,10061,26808,48313,82662,44952
66801,8,28503,18173,33042,82660,48313,28505,71865,82662
66802,8,10061,82660,33042,2208,44952,82662,71865,26806
66803,8,18170,28505,48313,26808,26806,71865,82662,44952
66804,8,14721,14727,82663,30028,14726,14746,82664,71721
66805,8,14727,3334,28021,82663,14746,14728,71972,82664
66806,8,30028,82663,28021,18540,71721,82664,71972,34154
66807,8,3319,14728,14746,14726,34154,71972,82664,71721
66808,8,18540,28021,82663,30028,30031,52453,82665,51903
66809,8,28021,3334,14727,82663,52453,3335,14764,82665
66810,8,30028,82663,14727,14721,51903,82665,14764,14744
66811,8,3336,3335,52453,30031,14744,14764,82665,51903
66812,8,18240,30332,82666,26967,30123,73169,82667,77966
66813,8,30332,2346,28401,82666,73169,10569,48100,82667
66814,8,26967,82666,28401,18549,77966,82667,48100,28384
66815,8,2329,10569,73169,30123,28384,48100,82667,77966
66816,8,18240,26967,82666,30332,26965,45215,82668,52637
66817,8,26967,18549,28401,82666,45215,26962,73481,82668
66818,8,30332,82666,28401,2346,52637,82668,73481,30331
66819,8,18242,26962,45215,26965,30331,73481,82668,52637
66820,8,13969,14007,82669,25123,14003,14036,82670,42278
66821,8,14007,13970,24195,82669,14036,13985,78231,82670
66822,8,25123,82669,24195,18470,42278,82670,78231,25125
66823,8,13967,13985,14036,14003,25125,78231,82670,42278
66824,8,13969,25123,82669,14007,14014,62611,82671,14048
66825,8,25123,18470,24195,82669,62611,24196,41031,82671
66826,8,14007,82669,24195,13970,14048,82671,41031,14010
66827,8,13964,24196,62611,14014,14010,41031,82671,14048
66828,8,3068,13995,82672,25484,3067,14031,82673,48145
66829,8,13995,13969,28416,82672,14031,14000,64394,82673
66830,8,25484,82672,28416,18475,48145,82673,64394,28419
66831,8,3066,14000,14031,3067,28419,64394,82673,48145
66832,8,18475,28416,82672,25484,30912,54353,82674,54171
66833,8,28416,13969,13995,82672,54353,14006,54503,82674
66834,8,25484,82672,13995,3068,54171,82674,54503,30913
66835,8,13971,14006,54353,30912,30913,54503,82674,54171
66836,8,3018,34503,82675,15117,34316,79025,82676,82118
66837,8,34503,18459,25109,82675,79025,25108,42253,82676
